Composition (A.M.%);S-to-L Ratio (%);Comma gap (µm);Viscosity (Pas);Mass Loading (mg cm-2) ;Porosity (%);
94;64,9032275031888;400;9,17;43,5582922288816;48,400287489428;
94;64,9032275031888;400;9,17;44,6205168808621;48,6021293028541;
94;64,9032275031888;400;9,17;44,8329618112582;48,5940918329169;
94;64,9032275031888;400;9,17;45,116221718453;48,2930003470417;
94;64,9032275031888;400;9,17;44,408071950466;48,6102411249647;
94;64,9032275031888;400;9,17;43,6291072056803;48,5599599539179;
94;64,9032275031888;400;9,17;44,9745917648556;48,9000745088593;
95;69,952204288219;100;5;14,3217082029819;50,9938802642063;
95;69,952204288219;100;5;14,2501354483443;51,1703035610725;
95;69,952204288219;100;5;14,6795719761699;51,6673941873905;
95;69,952204288219;100;5;14,2501354483443;51,5783511636262;
95;69,952204288219;100;5;14,3932809576195;51,7637597819705;
95;69,952204288219;100;5;14,6079992215323;51,9030480431321;
95;69,952204288219;100;5;14,6079992215323;51,3781154160448;
95;69,952204288219;100;5;14,7511447308074;51,1017929154236;
95;69,952204288219;200;7,95;27,4910950562986;46,8531278297476;
95;69,952204288219;200;7,95;27,1332312831106;47,1259942944603;
95;69,952204288219;200;7,95;27,419522301661;47,4082286385582;
95;69,952204288219;200;7,95;28,4931136212249;47,8499431520463;
95;69,952204288219;200;7,95;26,4175037367347;48,1062318258533;
95;69,952204288219;200;7,95;28,2068226026745;47,547600800378;
95;69,952204288219;200;7,95;27,7058133202114;47,6817250772661;
95;69,952204288219;200;7,95;25,5586306810836;48,1226073319171;
95;69,952204288219;300;9,97;40,3741908910649;46,8127084461782;
95;69,952204288219;300;9,97;40,2310453817897;47,2575900357502;
95;69,952204288219;300;9,97;40,3741908910649;46,697584438486;
95;69,952204288219;300;9,97;39,0858813075883;47,2276077311588;
95;69,952204288219;300;9,97;40,0878998725146;47,189856409687;
95;69,952204288219;300;9,97;39,658463344689;47,3576339028115;
95;69,952204288219;300;9,97;39,7300360993266;47,6612913640729;
95;69,952204288219;300;9,97;39,5153178354138;47,3471163995503;
95;69,952204288219;400;11,49;51,1816768413411;47,3564883935644;
95;69,952204288219;400;11,49;47,6746118640992;46,9370193055008;
95;69,952204288219;400;11,49;50,680667558878;47,428540399348;
95;69,952204288219;400;11,49;49,0344942022134;46,6405779137695;
95;69,952204288219;400;11,49;51,1101040867035;46,7567079319553;
95;69,952204288219;400;11,49;51,4679678598915;46,6118675344883;
95;69,952204288219;400;11,49;48,9629214475758;46,9550600309839;
95;69,952204288219;400;11,49;51,9689771423546;47,433157500574;
94;62,9772781256797;100;3,12;12,951178711135;49,9107022033012;
94;62,9772781256797;100;3,12;12,3846974115774;50,5737356983511;
94;62,9772781256797;100;3,12;12,4555075740221;50,9945657047168;
94;62,9772781256797;100;3,12;12,1014567617987;50,921371574605;
94;62,9772781256797;100;3,12;12,6679380613562;50,237014606281;
94;62,9772781256797;100;3,12;13,0927990360244;49,9049653458766;
94;62,9772781256797;100;3,12;12,5971278989115;50,8239731651596;
94;62,9772781256797;100;3,12;12,1014567617987;50,921371574605;
94;62,9772781256797;200;4,67;22,9354116158372;49,0759951886328;
94;62,9772781256797;200;4,67;23,926753890063;48,2523834505282;
94;62,9772781256797;200;4,67;22,298120153835;49,5965158352175;
